형태소,품사,분류,카운트
보았다,Verb,8,1
보았다,Verb,10,1
보았던,Verb,5,1
보았던,Verb,8,1
보았습니다,Verb,10,2
보았어요,Verb,10,2
보았음,Verb,10,1
보여,Verb,3,1
보여,Verb,6,1
보여,Verb,10,1
보여져서,Verb,10,1
보여주고,Verb,1,2
보여주고,Verb,5,1
보여주고자,Verb,10,1
보여주네요,Verb,1,1
보여주네요,Verb,8,2
보여주는,Verb,1,6
보여주는,Verb,2,3
보여주는,Verb,3,1
보여주는,Verb,8,1
보여주는,Verb,10,1
보여주는거랑,Verb,1,1
보여주는게,Verb,8,1
보여주던,Verb,2,1
보여주려는지는,Verb,5,1
보여주었다,Verb,10,1
보여주지,Verb,2,1
보여준,Verb,1,2
보여준,Verb,2,1
보여준,Verb,10,1
보여준다,Verb,1,1
보여줌,Verb,1,2
보여줘도,Verb,8,1
보여줘서,Verb,10,1
보여줬는데,Verb,1,1
보여지는,Verb,4,1
보였다,Verb,1,1
보였음,Verb,8,1
보이,Noun,1,1
보이,Noun,2,1
보이게만,Verb,2,1
보이긴,Verb,8,1
보이는,Verb,1,5
보이는,Verb,4,1
보이는,Verb,6,1
보이는,Verb,8,1
보이는,Verb,9,1
보이는데,Verb,1,1
보이는데,Verb,2,1
보이는듯,Verb,6,1
보이다니,Verb,2,1
보이던데,Verb,5,1
보이면서도,Verb,9,1
보이지,Noun,1,1
보이지,Noun,2,1
보이콧,Noun,1,84
보이콧,Noun,2,9
보이콧,Noun,4,1
보이콧,Noun,9,1
보이콧,Noun,10,4
보인다,Verb,1,2
보인다,Verb,2,1
보인다,Verb,6,1
보일,Verb,1,1
보일수도,Verb,10,1
보임,Noun,1,2
보입니다,Verb,4,1
보입니다,Verb,8,1
보자,Verb,1,1
보자,Verb,2,2
보자,Verb,4,1
보자,Verb,7,1
보잘,Verb,4,1
보장,Noun,1,1
보장,Noun,10,1
보정,Noun,9,1
보존법칙,Noun,6,1
보죠,Verb,3,1
보지,Noun,1,53
보지,Noun,2,14
보지,Noun,4,3
보지,Noun,5,2
보지,Noun,8,3
보지,Noun,10,6
보지마,Verb,1,7
보지마,Verb,2,2
보지마라,Verb,1,2
보지마라,Verb,2,1
보지말,Verb,1,2
보지말길,Verb,1,1
보지말까,Verb,9,1
보지말라고까지,Verb,8,1
보지말아주세요,Verb,1,1
보지말자,Verb,1,2
보지말자,Verb,2,1
보지맙시,Noun,1,5
보지맙시,Noun,2,1
보진,Verb,1,1
보진,Verb,6,1
보충,Noun,9,1
보컬,Noun,4,1
보통,Noun,1,1
보통,Noun,5,1
보통,Noun,7,1
보헤미안,Noun,10,1
복,Noun,1,2
복,Noun,4,1
복,Noun,5,1
복,Noun,10,1
복장,Noun,1,2
복장,Noun,6,1
본,Modifier,1,7
본,Modifier,2,8
본,Modifier,4,2
본,Modifier,6,1
본,Modifier,7,1
본,Modifier,10,2
본,Verb,1,31
본,Verb,2,11
본,Verb,3,1
본,Verb,4,4
본,Verb,6,6
본,Verb,7,4
본,Verb,8,6
본,Verb,9,4
본,Verb,10,18
본거,Verb,1,2
본거,Verb,8,1
본거,Verb,9,1
본거,Verb,10,2
본거고,Verb,7,1
본거로,Verb,4,1
본거야,Verb,1,2
본거야,Verb,2,2
본거에,Verb,1,1
본건,Verb,4,1
본건데,Verb,9,1
본건데,Verb,10,1
본것,Verb,7,1
본것,Verb,10,1
본것만으로도,Verb,10,1
본게,Verb,1,1
본게,Verb,6,1
본격,Noun,1,1
본다,Verb,1,7
본다,Verb,2,1
본다,Verb,8,1
본다,Verb,9,1
본다,Verb,10,2
본다고,Verb,1,5
본다고,Verb,2,1
본다고,Verb,8,1
본다고,Verb,10,2
본다는,Verb,1,1
본다니,Verb,1,1
본다더니,Verb,10,1
본다면,Verb,1,2
본다면,Verb,4,1
본다면,Verb,5,1
본다면,Verb,6,2
본다면,Verb,7,1
본다면,Verb,8,2
본래,Noun,1,2
본래,Noun,9,1
본받고,Verb,2,1
본사,Noun,1,1
본연,Noun,2,1
본연,Noun,4,1
본인,Noun,1,2
본인,Noun,7,1
본인,Noun,10,1
본지,Verb,8,1
본지,Verb,10,1
본지는,Verb,8,1
본질,Noun,9,1
본체,Noun,1,1
본토,Noun,2,1
본토,Noun,10,1
볼,Noun,1,49
볼,Noun,2,14
볼,Noun,3,4
볼,Noun,4,7
볼,Noun,5,4
볼,Noun,6,28
볼,Noun,7,19
볼,Noun,8,38
볼,Noun,9,17
볼,Noun,10,33
볼,Verb,1,2
볼,Verb,6,1
볼,Verb,7,1
볼거,Verb,1,2
볼거,Verb,2,1
볼거,Verb,10,2
볼거고,Verb,1,1
볼거다,Verb,1,1
볼거라곤,Verb,2,1
볼거리,Noun,1,3
볼거리,Noun,2,2
볼거리,Noun,4,1
볼거리,Noun,8,5
볼거리,Noun,9,5
볼거리,Noun,10,6
볼거면,Verb,1,2
볼거면,Verb,2,1
볼거야,Verb,1,1
볼건,Verb,2,1
볼걸,Noun,1,1
볼걸,Noun,2,2
볼것,Verb,1,2
볼것,Verb,2,1
볼것도,Verb,2,1
볼까,Verb,1,1
볼까,Verb,4,1
볼까,Verb,9,1
볼까,Verb,10,3
볼꺼,Verb,1,1
볼꺼,Verb,2,1
볼돈,Noun,4,1
볼듯,Verb,1,1
볼듯,Verb,4,1
볼때,Noun,1,2
볼때,Noun,8,1
볼떄,Noun,1,1
볼라,Noun,2,1
볼라,Verb,9,1
볼란다,Verb,1,1
볼랍니다,Verb,1,2
볼랍니다,Verb,2,1
볼랍니더,Noun,1,1
볼려,Verb,8,1
볼려고,Verb,1,1
볼려고,Verb,6,1
볼려면,Verb,1,1
볼련,Verb,1,1
볼만했긔윤,Noun,8,1
볼바,Noun,1,8
볼바,Noun,2,1
볼바,Noun,10,1
볼빠,Noun,2,1
볼수,Verb,1,2
볼수,Verb,4,2
볼수,Verb,10,2
볼수록,Verb,9,1
볼수있는,Verb,1,1
볼수있는,Verb,6,1
볼수있는,Verb,9,1
볼수있는,Verb,10,1
볼일,Noun,1,1
볼줄은,Verb,1,1
봄,Noun,1,7
봄,Noun,2,1
봄,Noun,3,1
봄,Noun,5,1
봄,Noun,6,1
봄,Noun,8,2
봄,Noun,9,3
봄,Noun,10,13
봄,Verb,1,6
봄내,Noun,1,1
봅니까,Verb,1,1
봅니다,Verb,1,5
봅니다,Verb,2,4
봅니다,Verb,4,2
봅니다,Verb,6,1
봅니다,Verb,10,1
봅시다,Verb,1,1
봅시다,Verb,4,1
봅시다,Verb,10,1
봉건,Noun,2,1
봉하,Noun,2,1
봉황,Noun,1,3
봉황,Noun,2,1
봉황,Noun,4,3
봉황,Noun,5,1
봉황,Noun,8,1
봉황,Noun,10,1
봐,Verb,1,8
봐,Verb,2,3
봐,Verb,4,1
봐,Verb,6,1
봐,Verb,7,1
봐,Verb,8,1
봐,Verb,9,2
봐,Verb,10,3
봐놓고서,Verb,1,1
봐도,Verb,1,21
봐도,Verb,2,6
봐도,Verb,3,1
봐도,Verb,5,3
봐도,Verb,6,3
봐도,Verb,8,2
봐도,Verb,9,1
봐도,Verb,10,3
봐두,Verb,8,1
봐라,Verb,1,17
봐라,Verb,2,2
봐라,Verb,4,1
봐라,Verb,8,2
봐라,Verb,10,5
봐서,Verb,1,3
봐서,Verb,2,7
봐서,Verb,4,1
봐서,Verb,5,1
봐서,Verb,6,5
봐서,Verb,7,3
봐서,Verb,8,5
봐서,Verb,9,9
봐서,Verb,10,15
봐야,Verb,1,2
봐야,Verb,2,1
봐야,Verb,6,1
봐야,Verb,8,4
봐야,Verb,9,2
봐야,Verb,10,5
봐야겠다,Verb,2,1
봐야겠어요,Verb,8,1
봐야다신,Verb,2,1
봐야지,Verb,1,1
봐야지,Verb,8,1
봐야지,Verb,9,1
봐야지,Verb,10,4
봐야하니깐,Verb,10,1
봐에,Verb,1,1
봐여,Verb,1,1
봐요,Verb,1,3
봐요,Verb,2,1
봐요,Verb,6,1
봐주는,Verb,1,1
봐주세요,Verb,1,1
봐주셔야겠네요,Verb,1,1
봐줄,Verb,1,1
봐줄,Verb,6,1
봐줄,Verb,8,1
봐줄,Verb,9,1
봐줄게,Verb,1,1
봐줄려고,Verb,1,1
봐줄만,Verb,1,1
봐줄만,Verb,4,1
봐줄만은,Verb,10,1
봐줘,Verb,10,1
봣는데,Noun,1,1
봣는데,Noun,2,1
봣는데,Noun,10,2
봣다,Noun,2,1
봣다,Noun,8,1
봣다,Noun,10,1
봣어,Noun,8,1
봣어,Noun,10,2
봣어용,Noun,10,1
봤,Verb,2,1
봤겠다,Verb,1,1
봤고,Verb,7,1
봤고,Verb,10,4
봤구나,Verb,1,1
봤구나,Verb,2,1
봤구만,Verb,8,1
봤나,Verb,1,2
봤나,Verb,8,1
봤나싶었는데,Verb,1,1
봤냐,Verb,1,1
봤냐,Verb,8,1
봤네,Verb,1,1
봤네,Verb,9,1
봤네,Verb,10,1
봤네요,Verb,1,1
봤네요,Verb,8,2
봤네요,Verb,9,3
봤네요,Verb,10,7
봤는데,Verb,1,15
봤는데,Verb,2,8
봤는데,Verb,4,2
봤는데,Verb,6,5
봤는데,Verb,7,2
봤는데,Verb,8,10
봤는데,Verb,9,4
봤는데,Verb,10,28
봤는데도,Verb,2,3
봤는데도,Verb,4,1
봤는데도,Verb,6,1
봤는데도,Verb,9,1
봤는데요,Verb,6,1
봤는데요,Verb,10,1
봤는지,Verb,1,1
봤다,Verb,1,4
봤다,Verb,2,2
봤다,Verb,3,1
봤다,Verb,4,1
봤다,Verb,6,1
봤다,Verb,8,2
봤다,Verb,9,1
봤다,Verb,10,1
봤다가,Verb,1,4
봤다가,Verb,4,1
봤다간,Verb,1,1
봤다고,Verb,1,2
봤다고,Verb,2,1
봤다고,Verb,7,1
봤다는,Verb,1,1
봤다는,Verb,2,1
봤다는건,Verb,9,1
봤다는데,Verb,2,1
봤다니,Verb,1,1
봤다면,Verb,1,2
봤다면,Verb,2,1
봤단,Verb,4,1
봤더니,Verb,7,1
봤더니,Verb,9,2
봤더니,Verb,10,1
봤던,Verb,1,7
봤던,Verb,2,2
봤던,Verb,10,1
봤드,Noun,2,1
봤습니다,Verb,1,3
봤습니다,Verb,2,2
봤습니다,Verb,6,1
봤습니다,Verb,7,3
봤습니다,Verb,8,19
봤습니다,Verb,9,5
봤습니다,Verb,10,25
봤아용,Verb,10,1
봤어,Verb,1,1
봤어야,Verb,5,1
봤어여,Verb,9,1
봤어요,Verb,1,1
봤어요,Verb,4,1
봤어요,Verb,6,1
봤어요,Verb,8,14
봤어요,Verb,9,7
봤어요,Verb,10,28
봤어용,Verb,8,1
봤어용,Verb,10,1
봤었는데,Verb,1,3
봤었는데,Verb,8,1
봤었는데,Verb,10,1
봤었던,Verb,1,1
봤으나,Verb,2,1
봤으니,Verb,1,1
봤으면,Verb,1,1
봤으면,Verb,3,1
봤으면,Verb,9,1
봤으면,Verb,10,2
봤을,Verb,1,1
봤을,Verb,9,4
봤을,Verb,10,1
봤을듯,Verb,10,1
봤음,Verb,1,1
봤음,Verb,2,1
봤음,Verb,8,2
봤음,Verb,9,1
봤음,Verb,10,9
봤자,Verb,2,1
봤지만,Verb,1,2
봤지만,Verb,3,1
봤지만,Verb,4,1
봤지만,Verb,5,1
봤지만,Verb,7,1
봤지만,Verb,10,2
부,Noun,2,2
부,Noun,6,1
부,Noun,9,1
부,Noun,10,1
부가,Noun,1,1
부각,Noun,1,1
부끄러운,Adjective,1,2
부끄러운줄,Adjective,1,1
부끄러울지,Adjective,1,1
부끄럽게,Adjective,1,1
부끄럽고,Adjective,2,1
부끄럽다,Adjective,1,1
부대,Noun,1,2
부던히도,Adjective,4,1
부드러운,Adjective,10,1
부들부들,Noun,2,1
부레,Noun,1,1
부로,Noun,1,1
부르,Verb,1,1
부르,Verb,8,1
부르고,Verb,1,1
부르고,Verb,9,1
부르나,Verb,6,1
부르는,Verb,1,2
부르는,Verb,4,1
부르는,Verb,6,1
부르는,Verb,7,1
부르는,Verb,8,3
부르는,Verb,9,1
부르는,Verb,10,2
부르지,Verb,8,2
부르짖던,Verb,1,1
부르짖으려는,Verb,2,1
부른,Verb,6,1
부른거가,Verb,1,1
부른게,Verb,9,1
부를,Verb,1,1
부를,Verb,6,1
부를거면,Verb,5,1
부모,Noun,9,2
부분,Noun,1,13
부분,Noun,2,4
부분,Noun,4,4
부분,Noun,5,3
부분,Noun,6,7
부분,Noun,7,5
부분,Noun,8,16
부분,Noun,9,2
부분,Noun,10,8
부셔,Verb,1,1
부순,Noun,1,1
부숴,Noun,2,1
부실,Noun,6,1
부실,Noun,8,1
부실하고,Adjective,1,1
부실하고,Adjective,2,1
부실한,Adjective,8,1
부실한,Adjective,10,1
부어,Noun,1,1
부왕,Noun,2,2
부의,Noun,2,1
부자연스러,Adjective,1,1
부자연스럽고,Adjective,2,1
부자연스럽네요,Adjective,1,1
부작,Noun,1,1
부재,Noun,2,1
부정,Noun,1,3
부족,Noun,1,3
부족,Noun,2,2
부족,Noun,5,2
부족,Noun,6,3
부족,Noun,9,1
부족하고,Adjective,1,1
부족하고,Adjective,5,1
부족하다,Adjective,10,1
부족하며,Adjective,2,1
부족하여,Adjective,3,1
부족하지만,Adjective,8,1
부족한,Adjective,1,1
부족한,Adjective,2,3
부족한,Adjective,4,1
부족한,Adjective,5,1
부족한,Adjective,6,2
부족한,Adjective,7,2
부족한,Adjective,10,1
부족한데,Adjective,8,1
부족한듯,Adjective,9,1
부족한지,Adjective,3,1
부족함,Noun,1,1
부족함,Noun,2,1
부족함,Noun,10,1
부족합니다,Adjective,1,1
부족해,Adjective,1,1
부족해,Adjective,4,1
부족해서,Adjective,4,1
부족해요,Adjective,4,1
부족했고,Adjective,1,1
부족했나,Adjective,1,1
부탁,Noun,1,1
부터,Josa,1,28
부터,Josa,2,5
부터,Josa,4,4
부터,Josa,5,1
부터,Josa,6,2
부터,Josa,8,1
부터,Josa,9,2
부터,Josa,10,7
부터,Noun,1,3
부터,Noun,2,2
부터,Noun,4,1
부터,Noun,8,1
부터가,Josa,1,2
부터가,Josa,4,1
부터는,Josa,1,1
부터는,Josa,6,1
부푼,Verb,1,1
부활,Noun,2,1
북,Noun,1,1
북방,Noun,1,3
북방,Noun,2,1
북한,Noun,1,1
분,Foreign,6,1
분,Noun,1,8
분,Noun,2,3
분,Noun,4,1
분,Noun,6,4
분,Noun,8,1
분,Noun,9,1
분,Noun,10,3
분,Suffix,1,2
분노,Noun,1,1
분노하지,Adjective,1,1
분단,Noun,1,1
분대,Noun,5,1
분들,Suffix,1,5
분들,Suffix,2,1
분들,Suffix,8,2
분들,Suffix,10,3
분량,Noun,8,2
분만,Noun,6,1
분명,Noun,2,2
분명함,Adjective,1,1
분명해졌습니다,Verb,8,1
분명해지는,Verb,8,1
분명히,Adjective,7,1
분석,Noun,1,1
분야,Noun,1,1
분열,Noun,1,1
분열,Noun,8,1
분위기,Noun,1,2
분위기,Noun,2,1
분위기,Noun,5,2
분위기,Noun,8,2
분위기,Noun,9,2
분위기,Noun,10,1
분장,Noun,1,2
분장,Noun,3,1
분장,Noun,4,1
분장,Noun,6,1
분장,Noun,10,1
분탕,Noun,1,1
불,Foreign,5,1
불,Noun,2,2
불가,Noun,1,3
불가,Noun,2,1
불가,Noun,10,1
불가능,Noun,1,1
불과,Noun,2,2
불과한데,Adjective,10,1
불러,Verb,2,1
불러,Verb,4,1
불러,Verb,7,1
불렀고,Verb,10,1
불렀는데,Verb,8,1
불렀던,Verb,2,1
불렀던데,Verb,10,1
불리함을,Adjective,1,1
불만,Noun,4,1
불매,Noun,1,10
불매,Noun,2,3
불매운동,Noun,1,7
불면증,Noun,1,1
불면증,Noun,2,1
불멸,Noun,2,1
불문,Noun,2,1
불문,Noun,10,1
불법,Noun,1,2
불법,Noun,2,1
불사조,Noun,1,7
불사조,Noun,2,3
불사조,Noun,3,1
불사조,Noun,4,2
불사조,Noun,9,1
불사조,Noun,10,2
불상,Noun,8,1
불쌍하다,Adjective,1,1
불쌍하지도,Adjective,2,1
불쌍할,Adjective,2,1
불쌍해서,Adjective,1,1
불안,Noun,1,1
불안했는데,Adjective,1,1
불쾌,Noun,1,1
불쾌하고,Adjective,1,1
불쾌한,Adjective,1,1
불편하고,Adjective,2,1
불편하였음,Adjective,7,1
불편할수도,Adjective,8,1
불편함,Adjective,5,1
불편함에,Adjective,6,1
불편함은,Adjective,8,1
불편합니다,Adjective,1,1
불편했음,Adjective,7,1
불편했음,Adjective,8,1
불필요한,Adjective,4,1
불호,Noun,1,1
붕,Noun,4,1
붕괴,Noun,1,2
붕붕,Noun,8,1
붕쯔,Noun,1,2
붙여도,Verb,2,1
붙은,Verb,1,1
붙이,Noun,1,1
붙이면서,Verb,1,1
붙이셨어요,Verb,1,1
붙인,Verb,1,1
붙인게,Verb,1,1
붙잡고,Verb,1,1
뷰,Noun,1,2
븅,Noun,5,1
브금,Noun,3,1
브랜드,Noun,2,1
비,Noun,1,6
비,Noun,2,3
비,Noun,4,3
비,Noun,5,1
비,Noun,8,2
비,Noun,9,2
비견,Noun,1,1
비공,Noun,10,2
비교,Noun,1,5
비교,Noun,2,2
비교,Noun,4,5
비교,Noun,5,1
비교,Noun,7,1
비교,Noun,8,5
비교,Noun,9,3
비교,Noun,10,6
비극,Noun,4,1
비급,Noun,10,1
비난,Noun,8,1
비됴가게,Noun,1,1
비래도,Verb,2,1
비로소,Noun,2,1
비롯,Noun,1,1
비롯,Noun,8,1
비빔밥,Noun,4,1
비상,Noun,5,1
비숫,Noun,3,1
비슷하게,Adjective,1,1
비슷하게,Adjective,6,1
비슷하게,Adjective,8,1
비슷하고,Adjective,3,1
비슷하다,Adjective,1,1
비슷하면서,Adjective,1,1
비슷하면서,Adjective,9,1
비슷하면서도,Adjective,8,1
비슷하지만,Adjective,10,1
비슷한,Adjective,2,1
비슷한,Adjective,9,2
비슷한게,Adjective,8,1
비슷해,Adjective,1,1
비슷해서,Adjective,2,1
비슷해서인지,Adjective,9,1
비슷해야,Adjective,4,1
비싸게,Adjective,2,1
비싼,Adjective,1,2
비씨,Noun,1,1
비어,Noun,4,1
비언,Noun,10,1
비었나,Verb,1,1
비우고,Verb,4,1
비장함,Adjective,2,1
비장함과,Adjective,2,1
비장함은,Adjective,4,1
비적,Noun,1,1
비정상,Noun,1,2
비주,Noun,2,1
비주,Noun,8,2
비중,Noun,4,2
비중,Noun,8,1
비중,Noun,10,1
비쥬,Noun,4,1
비쥬,Noun,7,1
비쥬,Noun,8,2
비쥬,Noun,9,1
비참함을,Adjective,1,1
비추,Verb,1,5
비추,Verb,2,2
비추,Verb,4,1
비추가,Noun,1,1
비춥,Verb,2,1
비친,Verb,2,1
비타스,Noun,2,1
비판,Noun,1,1
비판,Noun,2,1
비판,Noun,8,1
비판,Noun,10,2
비평,Noun,10,1
비하하는,Verb,1,1
비하하는,Verb,6,1
비해,Verb,2,1
비해,Verb,4,1
비해,Verb,7,2
비해,Verb,8,2
비해,Verb,10,1
비현실적,Noun,1,2
비혼,Noun,1,1
빈,Noun,1,1
빈,Noun,10,1
빈것,Verb,2,1
빈약,Noun,1,2
빈약하게,Adjective,2,1
빈약하고,Adjective,5,1
빈약하지만,Adjective,8,1
빈약한,Adjective,1,1
빈약한,Adjective,4,2
빈약한,Adjective,8,1
빈약함,Adjective,8,1
빈약함과,Adjective,4,1
빈자리,Noun,2,1
빈자리,Noun,10,1
빌런,Noun,4,2
빌려,Verb,1,1
빌려줘서,Verb,1,1
빌리브,Noun,6,1
빌린,Verb,1,2
빚,Noun,1,2
빚쟁이,Noun,1,1
빛,Noun,4,1
빛,Noun,10,2
빛나는,Verb,1,1
빛났다,Verb,10,1
빠,Noun,2,1
빠까,Noun,6,1
빠는,Verb,1,4
빠는거,Verb,2,1
빠라,Adjective,9,1
빠르게,Adjective,10,1
빠르며,Adjective,1,1
빠른,Adjective,3,1
빠른,Adjective,10,1
빠를,Adjective,10,1
빠순이,Noun,1,1
빠져,Verb,1,2
빠져,Verb,8,1
빠져들게,Verb,9,1
빠져들어서,Verb,8,1
빠져들었음,Verb,10,1
빠져듬,Noun,7,1
빠져서,Verb,9,2
빠져서,Verb,10,1
빠져있네요,Verb,1,1
빠졌,Verb,2,1
빠졌고,Verb,1,1
빠졌다는것도,Verb,1,1
빠졌어도,Verb,4,1
빠졌으며,Verb,1,1
빠졌을,Verb,3,1
빠지긴,Verb,9,1
빠지는,Verb,10,1
빠지니,Verb,2,1
빠지니,Verb,10,1
빠지다,Verb,1,1
빠진,Verb,1,2
빠진,Verb,2,2
빠진건,Verb,1,1
빠진건데,Verb,10,1
빠진듯,Verb,6,1
빠짐,Verb,6,1
빠짐,Verb,10,1
빡,Noun,2,1
빡쳐서,Adjective,1,1
빡쳐요,Adjective,4,1
빡치네,Adjective,1,2
빡치는건,Adjective,1,1
빡친다,Adjective,1,1
빤하니,Verb,1,1
빨,Noun,1,6
빨,Noun,2,2
빨간,Adjective,6,1
빨간색,Noun,3,1
빨강,Noun,1,2
빨갱이,Noun,1,7
빨갱이,Noun,2,1
빨더,Noun,1,1
빨려,Verb,8,2
빨려,Verb,10,1
빨리,Adverb,1,3
빨리,Adverb,4,1
빨리,Adverb,7,1
빨리,Adverb,8,1
빨리,Adverb,10,2
빨아주는,Verb,1,1
빵,Noun,1,1
빵,Noun,4,1
빵점,Noun,1,3
빵터졌음,Adjective,1,1
빵터짐,Adjective,8,1
빼,Noun,1,3
빼,Noun,2,1
빼,Noun,5,2
빼고,Verb,1,11
빼고,Verb,2,3
빼고,Verb,3,2
빼고,Verb,4,4
빼고,Verb,9,1
빼고,Verb,10,2
빼고는,Verb,1,2
빼고는,Verb,2,2
빼고는,Verb,4,1
빼고는,Verb,8,1
빼고는,Verb,10,1
빼고도,Verb,3,1
빼곤,Verb,1,5
빼곤,Verb,2,2
빼놓을수,Verb,1,1
빼놓지,Verb,1,1
빼놔도,Verb,1,1
빼먹음,Verb,1,1
빼면,Verb,1,4
빼면,Verb,2,2
빼면,Verb,8,1
빼서,Verb,2,1
빼앗은,Verb,2,1
빼어난,Adjective,5,1
빽,Noun,2,1
뺀,Verb,9,1
뺀거,Verb,1,1
뺀거는,Verb,8,1
뺀건,Verb,1,1
뺀건,Verb,8,1
뺐다는데,Verb,1,1
뺐으니,Verb,1,1
뺐음,Verb,1,1
뺨,Noun,1,1
뺴,Noun,8,1
뻔,Noun,1,4
뻔,Noun,6,1
뻔,Noun,10,1
뻔하게,Adjective,1,2
뻔하고,Adjective,6,1
뻔하디,Adjective,2,1
뻔한,Adjective,1,3
뻔한,Adjective,2,4
뻔한,Adjective,3,2
뻔한,Adjective,6,1
뻔한,Adjective,9,1
뻔한,Adjective,10,2
뻔함,Adjective,1,1
뻔함,Adjective,6,1
뻔함,Adjective,10,1
뻔합니다,Adjective,1,1
뻔했나,Adjective,8,1
뻔했네,Adjective,3,1
뻔했다고,Adjective,1,1
뻔했습니다,Adjective,1,1
뻔했어요,Adjective,9,1
뻔했음,Adjective,4,1
뻔히,Adjective,6,1
뻗어,Verb,1,1
뻥,Noun,1,1
뻥,Noun,2,2
뼈,Noun,4,1
뽀,Noun,6,1
뽀로로,Noun,1,2
뽀록,Noun,1,1
뽀짝,Noun,6,1
뽑는데,Verb,1,1
뽑아,Verb,3,1
뽑아라,Verb,1,1
뽑아서,Verb,2,1
뽑았음,Verb,9,1
뽑은듯,Verb,2,1
뽑을,Verb,1,1
뽑자,Verb,1,2
뽑힌,Verb,1,1
뽕,Noun,1,9
뽕,Noun,2,3
뽕맛,Noun,2,1
뽕빨,Noun,1,1
뽕짝,Noun,1,1
뽕짝,Noun,2,1
뽕짝,Noun,5,1
뿅,Adverb,10,1
뿌려놨어,Verb,1,1
뿌렸나,Verb,1,1
뿌리,Noun,2,1
뿌린듯,Verb,8,1
뿌우,Noun,1,1
뿐,Noun,1,9
뿐,Noun,2,3
뿐,Noun,3,1
뿐,Noun,4,1
뿐,Noun,6,2
뿐,Noun,10,4
뿐,Suffix,1,3
뿐,Suffix,2,3
뿐,Suffix,3,1
뿐,Suffix,6,1
뿐,Suffix,8,1
뿐,Suffix,10,2
뿐이었다,Adjective,1,1
뿐일꺼다,Adjective,2,1
뿜뿜하,Noun,2,1
뿡뿌딕,Noun,1,1
쁘리횽콩,Noun,1,1
삘,Noun,1,1
삘,Noun,2,1
사,Modifier,1,3
사,Modifier,2,1
사,Modifier,6,1
사,Modifier,8,1
사,Modifier,9,2
사,Modifier,10,1
사,Noun,1,1
사,Noun,4,1
사,Noun,6,1
사,Noun,8,1
사건,Noun,2,1
사고,Noun,1,1
사고방식,Noun,1,1
사과,Noun,1,4
사극,Noun,1,1
사극,Noun,5,1
사극,Noun,8,1
사기,Noun,1,1
사기,Noun,2,1
사기,Noun,8,1
사기꾼,Noun,1,1
사나,Noun,9,1
사는,Verb,10,1
사대주의,Noun,2,1
사라져,Verb,2,1
사라져라,Verb,1,3
사라졌고,Verb,4,1
사라지고,Verb,1,1
사라지고,Verb,5,1
사라지고,Verb,6,1
사라지면서,Verb,10,1
사라진,Verb,1,1
사라질듯,Verb,1,1
사람,Noun,1,75
사람,Noun,2,14
사람,Noun,3,1
사람,Noun,4,3
사람,Noun,5,1
사람,Noun,6,4
사람,Noun,7,3
사람,Noun,8,9
사람,Noun,9,2
사람,Noun,10,26
사랑,Noun,1,8
사랑,Noun,5,1
사랑,Noun,9,1
사랑,Noun,10,3
사랑받는,Verb,1,1
사랑스러,Adjective,8,1
사랑스런,Adjective,1,1
사례,Noun,1,2
사로잡던,Verb,9,1
사막,Noun,8,1
사먹을래요,Verb,1,1
사뭇,Noun,7,2
사바,Noun,1,2
사상,Noun,1,7
사상,Noun,2,1
사상,Noun,7,1
사상,Noun,8,1
사상,Noun,10,1
사서,Noun,1,1
사서,Noun,10,1
사스,Noun,1,1
사실,Noun,1,2
사실,Noun,2,1
사실,Noun,4,1
사실,Noun,9,1
사실,Noun,10,4
사요,Verb,1,1
사용,Noun,1,1
사용,Noun,2,1
사용,Noun,5,1
사운드,Noun,2,2
사운드,Noun,6,1
사운드,Noun,9,1
사의,Noun,8,1
사의,Noun,9,1
사이,Modifier,2,1
사이,Noun,1,2
사이드,Noun,9,1
사이즈,Noun,10,1
사이트,Noun,1,1
사이트,Noun,2,2
사이트,Noun,6,1
사이트,Noun,10,1
사재,Verb,1,1
사전,Noun,10,1
사정,Noun,8,1
사준다고,Verb,5,1
사지,Noun,1,2
사지,Verb,1,1
사진,Noun,5,1
사춘기,Noun,1,1
사치,Noun,1,1
사하나,Noun,7,1
사하나,Noun,8,1
사항,Noun,8,1
사회,Noun,1,3
사회,Noun,2,1
사회,Noun,8,1
사회,Noun,9,1
사회,Noun,10,2
삭막하고,Adjective,3,1
삭재,Noun,4,1
삭제,Noun,1,3
삭제,Noun,2,2
삭제,Noun,4,1
삭제,Noun,7,1
삭제,Noun,8,2
산,Noun,1,9
산,Noun,3,2
산,Noun,5,1
산,Noun,6,1
산,Noun,7,1
산,Noun,8,3
산,Noun,10,2
산만해졌다,Adjective,6,1
산산,Noun,1,1
산산조각,Noun,1,1
산성,Noun,1,1
산속,Noun,1,1
산업,Noun,1,1
산업,Noun,2,1
산이,Noun,8,1
살,Noun,1,1
살,Noun,2,2
살,Noun,7,1
살,Noun,8,3
살,Noun,10,2
살겠다,Verb,1,1
살길,Noun,1,1
살다,Verb,1,3
살다,Verb,10,2
살던,Verb,8,2
살려,Verb,6,1
살려,Verb,7,1
살려,Verb,8,1
살려,Verb,9,3
살려,Verb,10,1
살려내었다,Verb,6,1
살려내었다,Verb,10,1
살려냇으,Noun,6,1
살려서,Verb,2,1
살렸네요,Verb,8,1
살렸는데,Verb,1,1
살렸다는,Verb,2,1
살렸어야,Verb,8,1
