형태소,품사,분류,카운트
그러나,Conjunction,7,4
그러나,Conjunction,8,1
그러나,Conjunction,10,3
그러냐,Adjective,2,1
그러네,Adjective,1,1
그러는거,Adjective,1,1
그러는거지,Adjective,10,1
그러는지,Adjective,6,1
그러는지,Adjective,10,2
그러니,Adjective,1,2
그러니,Adjective,10,1
그러니까,Adverb,7,1
그러니까,Adverb,9,1
그러니까,Adverb,10,4
그러다,Adjective,10,1
그러던데,Adjective,1,1
그러던데,Adjective,10,1
그러면서,Adjective,1,1
그러면서,Adjective,8,1
그러면서,Adjective,10,1
그러므로,Conjunction,1,2
그러셨어요,Adjective,1,1
그러셨어요,Adjective,7,1
그러셨어요,Adjective,8,4
그러셨어요,Adjective,10,2
그러지,Adjective,1,1
그러지,Adjective,8,1
그러지,Adjective,9,1
그러지겠지,Adjective,10,1
그러지는게,Adjective,10,1
그러지말자,Adjective,10,1
그러지못,Adjective,10,1
그러진,Adjective,8,1
그러진,Adjective,10,1
그러질,Adjective,2,1
그러하듯이,Adjective,9,1
그러한,Adjective,1,1
그러한지,Adjective,1,1
그러함,Adjective,10,1
그럭저럭,Adverb,1,5
그럭저럭,Adverb,4,1
그럭저럭,Adverb,5,5
그럭저럭,Adverb,6,1
그럭저럭,Adverb,7,8
그럭저럭,Adverb,8,7
그럭저럭,Adverb,9,1
그럭저럭,Adverb,10,2
그런,Adjective,1,37
그런,Adjective,4,3
그런,Adjective,5,1
그런,Adjective,6,4
그런,Adjective,7,2
그런,Adjective,8,1
그런,Adjective,9,4
그런,Adjective,10,31
그런,Modifier,1,23
그런,Modifier,2,1
그런,Modifier,3,3
그런,Modifier,4,1
그런,Modifier,5,5
그런,Modifier,6,2
그런,Modifier,7,7
그런,Modifier,8,5
그런,Modifier,9,6
그런,Modifier,10,10
그런거,Adjective,1,3
그런거,Adjective,5,1
그런거,Adjective,8,2
그런거,Adjective,10,4
그런거고,Adjective,8,1
그런거아니고,Adjective,10,1
그런거였네요,Adjective,1,1
그런건,Adjective,1,1
그런건,Adjective,10,3
그런게,Adjective,1,1
그런게,Adjective,10,1
그런대로,Adverb,7,3
그런대로,Adverb,8,1
그런대로,Adverb,9,1
그런데,Conjunction,1,5
그런데,Conjunction,4,1
그런데,Conjunction,5,1
그런데,Conjunction,6,5
그런데,Conjunction,7,2
그런데,Conjunction,8,3
그런데,Conjunction,9,5
그런데,Conjunction,10,5
그런듯,Adjective,9,2
그런줄,Adjective,1,1
그런지,Adjective,1,7
그런지,Adjective,4,1
그런지,Adjective,8,3
그런지,Adjective,9,3
그런지,Adjective,10,11
그럴,Adjective,1,1
그럴,Adjective,5,1
그럴,Adjective,8,1
그럴,Adjective,9,1
그럴,Adjective,10,1
그럴까,Adjective,1,2
그럴듯하고,Adjective,9,1
그럴듯한,Adjective,2,1
그럴듯해,Adjective,1,1
그럴만,Adjective,8,1
그럴수도,Adjective,5,1
그럴수도,Adjective,6,1
그럴수록,Adjective,10,1
그럼,Adjective,1,11
그럼,Adjective,5,1
그럼,Adjective,6,1
그럼,Adjective,7,3
그럼,Adjective,8,2
그럼,Adjective,10,8
그럼에도,Adjective,7,1
그럼에도,Adjective,9,1
그렀치,Adjective,9,1
그렇,Adjective,1,1
그렇,Adjective,4,1
그렇,Adjective,10,1
그렇게,Adverb,1,17
그렇게,Adverb,2,1
그렇게,Adverb,4,2
그렇게,Adverb,5,2
그렇게,Adverb,6,3
그렇게,Adverb,7,5
그렇게,Adverb,8,6
그렇게,Adverb,9,1
그렇게,Adverb,10,12
그렇고,Adjective,1,7
그렇고,Adjective,6,2
그렇고,Adjective,9,2
그렇고,Adjective,10,13
그렇구,Adjective,1,1
그렇기에,Adjective,10,2
그렇긴,Adjective,9,1
그렇긴,Adjective,10,1
그렇네요,Adjective,6,1
그렇네요,Adjective,7,1
그렇다,Adjective,1,1
그렇다,Adjective,5,1
그렇다,Adjective,8,1
그렇다,Adjective,9,1
그렇다,Adjective,10,1
그렇다고,Conjunction,1,1
그렇다고,Conjunction,5,3
그렇다고,Conjunction,7,2
그렇다고,Conjunction,8,1
그렇다고,Conjunction,9,1
그렇다고,Conjunction,10,3
그렇다라고,Adjective,1,1
그렇다면,Adjective,1,2
그렇다치고,Adjective,5,1
그렇다치고,Adjective,7,1
그렇다치고,Adjective,10,1
그렇다치자,Adjective,8,1
그렇습니다,Adjective,1,1
그렇습니다,Adjective,6,1
그렇습니다,Adjective,7,1
그렇지,Adjective,6,1
그렇지,Adjective,7,2
그렇지,Adjective,8,2
그렇지,Adjective,9,3
그렇지,Adjective,10,7
그렇지마,Adjective,9,1
그렇지만,Conjunction,7,2
그렇지만,Conjunction,8,1
그렇지만,Conjunction,9,1
그렇지만,Conjunction,10,5
그레이드,Noun,6,1
그려,Verb,9,1
그려,Verb,10,5
그려놓음,Verb,10,1
그려져서,Verb,9,1
그려지는,Verb,7,1
그려지는것,Verb,8,1
그렸다,Verb,8,1
그로,Noun,8,1
그루트,Noun,1,2
그룹,Noun,1,1
그룹,Noun,2,1
그룹,Noun,6,1
그른데,Noun,10,1
그름,Noun,9,1
그릏,Noun,10,1
그리,Verb,1,6
그리,Verb,2,1
그리,Verb,4,1
그리,Verb,6,4
그리,Verb,7,1
그리,Verb,8,3
그리,Verb,9,1
그리,Verb,10,6
그리고,Conjunction,1,24
그리고,Conjunction,2,2
그리고,Conjunction,3,2
그리고,Conjunction,4,5
그리고,Conjunction,5,4
그리고,Conjunction,6,9
그리고,Conjunction,7,9
그리고,Conjunction,8,12
그리고,Conjunction,9,13
그리고,Conjunction,10,66
그리구,Verb,9,1
그리구,Verb,10,2
그리다가,Verb,7,1
그리운,Adjective,10,1
그리하여,Conjunction,10,1
그린,Noun,10,1
그림,Noun,1,1
그림,Noun,7,1
그림,Noun,9,2
그림,Noun,10,3
그립,Verb,10,1
그만,Adverb,1,14
그만,Adverb,2,2
그만,Adverb,4,1
그만,Adverb,6,1
그만,Adverb,9,2
그만,Adverb,10,7
그만,Modifier,1,7
그만,Modifier,2,3
그만,Modifier,8,1
그만,Modifier,9,1
그만,Modifier,10,4
그만둘,Verb,1,1
그만큼,Adverb,1,2
그만큼,Adverb,9,1
그만큼,Adverb,10,2
그만하겠지,Adjective,10,1
그만하고,Adjective,1,1
그만하고,Adjective,9,1
그만하고,Adjective,10,1
그만하세요,Adjective,10,1
그만한,Adjective,7,1
그만한,Adjective,10,1
그만합시다,Adjective,10,1
그만해요,Adjective,10,1
그먕,Noun,1,1
그스스시슨,Noun,10,1
그야,Noun,6,1
그야말로,Adverb,7,1
그었다,Noun,8,1
그윽,Noun,8,2
그이,Noun,1,2
그이,Noun,5,1
그이,Noun,7,1
그저,Adverb,1,5
그저,Adverb,2,2
그저,Adverb,3,1
그저,Adverb,4,2
그저,Adverb,6,4
그저,Adverb,7,4
그저,Adverb,8,1
그저,Adverb,9,3
그저,Adverb,10,13
그저께,Noun,10,1
그중,Adverb,1,1
그지같은,Adjective,1,2
그지같은,Adjective,4,1
그지같지만,Adjective,10,1
그쳤지만,Verb,10,1
그치만,Verb,2,1
그치만,Verb,7,1
그치만,Verb,8,2
그치만,Verb,10,1
그토록,Adverb,10,2
극,Modifier,1,10
극,Modifier,3,2
극,Modifier,5,5
극,Modifier,6,1
극,Modifier,8,6
극,Modifier,9,3
극,Modifier,10,13
극,Noun,2,1
극,Noun,8,1
극,Noun,10,2
극,Suffix,1,1
극,Suffix,3,1
극,Suffix,7,1
극,Suffix,8,1
극,Suffix,10,7
극단,Noun,1,1
극단,Noun,2,1
극단,Noun,5,1
극단,Noun,9,1
극단,Noun,10,2
극도,Noun,1,1
극도,Noun,9,1
극복,Noun,5,1
극본,Noun,10,1
극성,Noun,1,1
극악,Noun,8,1
극악,Noun,10,1
극영화,Noun,1,1
극장,Noun,1,19
극장,Noun,5,1
극장,Noun,6,1
극장,Noun,7,1
극장,Noun,8,5
극장,Noun,9,6
극장,Noun,10,48
극적,Noun,6,1
극찬,Noun,1,1
극찬,Noun,4,1
극찬,Noun,7,1
극찬,Noun,9,2
극찬,Noun,10,6
극치,Noun,1,1
극치,Noun,5,1
극치,Noun,10,1
극혐,Noun,1,2
극혐,Noun,2,1
극혐,Noun,10,1
근,Modifier,1,3
근,Modifier,9,1
근,Modifier,10,4
근거,Noun,9,1
근거,Noun,10,1
근대,Noun,10,2
근데,Adverb,1,17
근데,Adverb,2,1
근데,Adverb,3,2
근데,Adverb,4,2
근데,Adverb,5,4
근데,Adverb,6,13
근데,Adverb,7,17
근데,Adverb,8,20
근데,Adverb,9,13
근데,Adverb,10,41
근래,Noun,1,2
근래,Noun,6,3
근래,Noun,7,2
근래,Noun,8,1
근래,Noun,9,9
근래,Noun,10,30
근무,Noun,10,1
근무시간,Noun,6,1
근본,Noun,1,2
근본,Noun,10,2
근성,Noun,8,1
근처,Noun,10,1
근혜,Noun,1,1
귿,Noun,8,1
글,Noun,1,57
글,Noun,2,1
글,Noun,4,1
글,Noun,5,2
글,Noun,6,1
글,Noun,8,4
글,Noun,9,2
글,Noun,10,18
글구,Noun,1,1
글구,Noun,3,1
글구,Noun,10,2
글러,Noun,1,2
글러먹,Noun,1,3
글러먹,Noun,10,1
글러먹었,Noun,1,1
글러처,Noun,1,1
글렀어,Noun,1,1
글썻,Noun,9,1
글쎄,Noun,1,3
글쎄,Noun,5,2
글쎄,Noun,10,2
글쎄요,Noun,1,2
글쓰기,Noun,1,2
글자,Noun,1,3
글자,Noun,7,1
글자,Noun,8,1
글자,Noun,10,1
글좀,Noun,10,2
금,Noun,1,3
금,Noun,8,1
금,Noun,9,1
금,Noun,10,5
금고,Noun,10,1
금도,Noun,10,1
금방,Noun,9,2
금방,Noun,10,5
금보,Noun,8,1
금수,Noun,1,1
금은,Noun,8,1
금지,Noun,6,1
금지,Noun,10,1
금치,Noun,1,3
급,Noun,1,9
급,Noun,5,2
급,Noun,6,2
급,Noun,7,1
급,Noun,8,3
급,Noun,9,4
급,Noun,10,5
급,Suffix,1,15
급,Suffix,3,1
급,Suffix,4,2
급,Suffix,7,1
급,Suffix,8,4
급,Suffix,9,6
급,Suffix,10,22
급니,Noun,10,1
급상승,Noun,9,1
급식,Noun,8,1
급식,Noun,9,1
급전,Noun,1,1
급하게,Adjective,1,2
급하게,Adjective,10,1
급하셨나요,Adjective,2,1
긋,Verb,5,1
긋,Verb,10,3
긋나,Verb,1,1
긋네,Verb,1,1
긍데,Adverb,10,1
긍정,Noun,10,1
긎,Noun,10,1
기,Modifier,1,25
기,Modifier,2,3
기,Modifier,3,3
기,Modifier,4,5
기,Modifier,5,2
기,Modifier,6,8
기,Modifier,7,10
기,Modifier,8,16
기,Modifier,9,13
기,Modifier,10,58
기,Noun,1,22
기,Noun,2,1
기,Noun,5,1
기,Noun,6,2
기,Noun,8,4
기,Noun,9,10
기,Noun,10,57
기간,Noun,9,1
기간,Noun,10,2
기갑,Noun,10,2
기겁,Noun,1,1
기고,Noun,3,1
기고만장하네,Adjective,1,1
기교,Noun,4,1
기교,Noun,5,1
기기,Noun,7,1
기기,Noun,9,1
기꺼이,Adverb,10,1
기네,Noun,10,1
기념,Noun,10,1
기느,Verb,8,1
기는,Verb,1,1
기는,Verb,7,1
기는,Verb,8,1
기는,Verb,9,3
기는,Verb,10,4
기는듯,Verb,10,1
기는하지만,Verb,8,1
기능,Noun,1,5
기다려,Verb,10,2
기다려야,Verb,10,1
기다려진다,Verb,7,1
기다렸는데,Verb,10,3
기다렸던,Verb,10,1
기다렸어,Verb,8,2
기다렸어여,Verb,10,1
기다리겠습니다,Verb,1,1
기다리겠습니다,Verb,10,1
기다리고,Verb,1,1
기다리고,Verb,9,2
기다리고,Verb,10,7
기다리다가,Verb,10,2
기다린,Verb,10,5
기다릴게요,Verb,10,2
기대,Noun,1,19
기대,Noun,2,2
기대,Noun,3,2
기대,Noun,4,1
기대,Noun,5,1
기대,Noun,6,5
기대,Noun,7,10
기대,Noun,8,29
기대,Noun,9,18
기대,Noun,10,78
기대고,Verb,8,1
기대는,Verb,10,5
기대도,Verb,1,3
기대도,Verb,8,1
기대도,Verb,9,2
기대도,Verb,10,2
기대되,Verb,10,2
기대안,Verb,10,1
기대안하구,Verb,9,1
기대이하,Verb,1,1
기대하,Adjective,9,1
기대하게,Adjective,6,1
기대하게,Adjective,10,2
기대하겟습니다,Adjective,10,1
기대하겠습니다,Adjective,1,1
기대하겠습니다,Adjective,10,1
기대하고,Adjective,1,6
기대하고,Adjective,3,2
기대하고,Adjective,4,1
기대하고,Adjective,5,1
기대하고,Adjective,6,2
기대하고,Adjective,8,1
기대하고,Adjective,9,1
기대하고,Adjective,10,4
기대하고있던,Adjective,1,1
기대하고있었음,Adjective,1,1
기대하다가,Adjective,7,1
기대하셔도,Adjective,8,1
기대하셔도,Adjective,9,1
기대하셔도,Adjective,10,3
기대하신,Adjective,1,1
기대하신,Adjective,10,1
기대하지,Adjective,1,1
기대하지,Adjective,7,1
기대하지,Adjective,10,4
기대한,Adjective,1,2
기대한,Adjective,10,2
기대한거,Adjective,10,1
기대한것보다,Adjective,9,1
기대한것보다,Adjective,10,1
기대한것보다는,Adjective,8,1
기대한만큼,Adjective,10,1
기대할,Adjective,1,1
기대할,Adjective,10,2
기대할게요,Adjective,10,1
기대할께,Adjective,10,1
기대할지,Adjective,1,1
기대합니다,Adjective,1,1
기대합니다,Adjective,10,4
기대해,Adjective,1,2
기대해,Adjective,6,1
기대해,Adjective,7,1
기대해,Adjective,8,1
기대해도,Adjective,10,1
기대해서,Adjective,3,1
기대했는데,Adjective,1,9
기대했는데,Adjective,4,1
기대했는데,Adjective,6,4
기대했는데,Adjective,7,1
기대했는데,Adjective,10,1
기대했던,Adjective,1,3
기대했던,Adjective,8,1
기대했던,Adjective,9,2
기대했던,Adjective,10,5
기대했던거,Adjective,9,1
기대했던거보다는,Adjective,8,1
기대했던건데,Adjective,10,1
기대했던것보다,Adjective,10,1
기대했었는데,Adjective,1,1
기대했음,Adjective,5,1
기대했지만,Adjective,1,1
기대했지만,Adjective,6,1
기대했지만,Adjective,10,1
기도,Noun,1,6
기도,Noun,3,1
기도,Noun,5,1
기도,Noun,7,3
기도,Noun,8,6
기도,Noun,9,6
기도,Noun,10,15
기독교인,Noun,7,1
기라,Verb,1,1
기라,Verb,2,1
기레기,Noun,10,1
기록,Noun,1,2
기류,Noun,10,1
기르자,Verb,1,1
기를,Verb,1,2
기를,Verb,10,3
기를잘,Verb,10,1
기름,Noun,1,5
기름,Noun,2,1
기름,Noun,6,1
기립,Noun,9,1
기립,Noun,10,1
기립박수,Noun,1,1
기립박수,Noun,7,1
기립박수,Noun,8,3
기립박수,Noun,9,1
기립박수,Noun,10,8
기막힌,Adjective,10,1
기만,Modifier,9,1
기만,Modifier,10,1
기만,Noun,1,1
기만,Noun,9,1
기만,Noun,10,1
기미,Noun,1,1
기반,Noun,8,1
기발,Noun,4,1
기발한,Adjective,10,1
기법,Noun,5,2
기법,Noun,6,1
기법,Noun,7,1
기법,Noun,8,3
기법,Noun,9,2
기법,Noun,10,14
기보,Noun,10,1
기본,Noun,1,8
기본,Noun,2,1
기본,Noun,4,2
기본,Noun,6,1
기본,Noun,9,1
기본,Noun,10,3
기부,Noun,1,3
기분,Noun,1,12
기분,Noun,2,1
기분,Noun,4,2
기분,Noun,5,3
기분,Noun,6,4
기분,Noun,7,1
기분,Noun,8,4
기분,Noun,9,2
기분,Noun,10,22
기뻤는데,Adjective,8,1
기뻤습니다,Adjective,10,1
기쁜,Adjective,10,1
기쁨,Noun,5,1
기사,Noun,1,12
기사,Noun,2,1
기사,Noun,4,1
기사,Noun,7,1
기사,Noun,8,2
기사,Noun,9,5
기사,Noun,10,7
기사단,Noun,10,2
기사도,Noun,8,1
기사도,Noun,10,1
기선,Noun,5,1
기선,Noun,10,1
기세,Noun,1,1
기술,Noun,1,1
기술,Noun,5,1
기술,Noun,6,1
기술,Noun,8,1
기술,Noun,9,1
기술,Noun,10,1
기승,Noun,1,2
기승,Noun,5,1
기승,Noun,7,1
기시감,Noun,5,2
기시감,Noun,6,1
기억,Noun,1,12
기억,Noun,4,1
기억,Noun,5,1
기억,Noun,6,2
기억,Noun,7,1
기억,Noun,8,6
기억,Noun,9,5
기억,Noun,10,21
기억나네,Verb,10,1
기억나는,Verb,5,1
기억나는거는,Verb,1,1
기억나지,Verb,2,1
기억난다,Verb,6,1
기억난다,Verb,10,1
기억남,Verb,2,1
기억남는,Verb,5,1
기억남을듯,Verb,10,1
기업,Noun,1,1
기역,Noun,8,1
기영환,Noun,1,1
기와,Noun,1,1
기와,Noun,8,1
기와,Noun,9,1
기와,Noun,10,1
기왕,Noun,1,1
기용,Noun,1,1
기운,Noun,1,1
기운,Noun,8,1
기울기,Noun,9,1
기원,Noun,1,5
기이,Noun,1,1
기입,Noun,1,1
기자,Noun,4,1
기자,Noun,6,1
기자,Noun,10,1
기저,Noun,1,1
기저귀,Noun,1,1
기전,Noun,1,8
기전,Noun,5,1
기전,Noun,6,1
기전,Noun,10,2
기절,Noun,10,1
기정,Noun,10,2
기존,Noun,1,2
기존,Noun,6,2
기존,Noun,7,2
기존,Noun,8,6
기존,Noun,9,4
기존,Noun,10,25
기준,Noun,1,2
기준,Noun,8,1
기준,Noun,10,10
기지,Noun,10,1
기진,Noun,7,1
기질,Noun,4,1
기차,Noun,1,1
기타,Noun,1,1
기타,Noun,10,1
기타등등,Noun,10,1
기품,Noun,4,1
기프,Noun,3,1
기피,Noun,1,2
기하,Noun,4,1
기하,Noun,5,1
기하,Noun,10,1
기한,Noun,1,5
기한,Noun,5,3
기한,Noun,6,1
기한,Noun,7,1
기한,Noun,8,1
기함,Noun,1,1
기합,Noun,8,1
기합,Noun,10,1
기해,Noun,1,3
기해,Noun,2,1
기해,Noun,10,1
기회,Noun,1,3
기회,Noun,6,1
기회,Noun,7,2
기회,Noun,10,6
기획,Noun,1,1
기획,Noun,2,1
기획,Noun,6,1
기획,Noun,10,2
긴,Verb,1,1
긴,Verb,3,1
긴,Verb,9,5
긴,Verb,10,9
긴데,Verb,10,2
긴데도,Verb,10,2
긴말,Verb,1,2
긴말,Verb,8,1
긴말,Verb,10,1
긴박,Noun,6,1
긴박,Noun,7,1
긴박,Noun,9,1
긴박,Noun,10,2
긴박하게,Adjective,7,1
긴박하게,Adjective,9,1
긴아니고,Verb,5,1
긴장,Noun,3,1
긴장,Noun,7,1
긴장,Noun,8,1
긴장,Noun,9,8
긴장,Noun,10,25
긴장감,Noun,1,2
긴장감,Noun,2,1
긴장감,Noun,4,2
긴장감,Noun,7,4
긴장감,Noun,8,7
긴장감,Noun,9,14
긴장감,Noun,10,50
긴하네,Verb,1,1
긴하네,Verb,10,1
긴하지만,Verb,1,1
긴하지만,Verb,10,1
긴한데,Verb,3,1
길,Noun,1,7
길,Noun,8,4
길,Noun,9,3
길,Noun,10,6
길게,Adjective,9,1
길게,Adjective,10,6
길게가네요,Adjective,10,1
길고,Adjective,10,1
길다,Adjective,10,5
길다면,Verb,9,1
길라,Verb,9,1
길려고,Verb,10,1
길어,Adjective,6,1
길어요,Verb,10,2
길었다,Adjective,10,1
길었으면,Adjective,10,1
길이,Noun,1,4
길이,Noun,10,1
김,Noun,1,1
김,Noun,10,3
김독,Noun,1,1
김래원,Noun,1,4
김래원,Noun,4,1
김래원,Noun,6,1
김래원,Noun,7,2
김민기,Noun,1,1
김민희,Noun,1,1
김성,Noun,10,1
김성오,Noun,1,1
김성오,Noun,5,2
김성오,Noun,7,2
김성오,Noun,10,4
김성호,Noun,9,1
김윤식,Noun,1,1
김이나,Noun,9,1
김정은,Noun,10,1
김치,Noun,7,1
김치,Noun,10,2
김태황,Noun,1,1
김희원,Noun,1,8
김희원,Noun,3,3
김희원,Noun,4,2
김희원,Noun,5,1
김희원,Noun,6,5
김희원,Noun,7,12
김희원,Noun,8,12
김희원,Noun,9,18
김희원,Noun,10,47
깃,Noun,1,1
깃,Noun,10,1
깅,Noun,1,1
깉,Noun,1,2
깊,Adjective,10,1
깊게,Adjective,1,2
깊게,Adjective,8,2
깊게,Adjective,9,3
깊게,Adjective,10,19
깊게안,Adjective,10,1
깊고,Adjective,8,1
깊고,Adjective,9,2
깊고,Adjective,10,1
깊네요,Adjective,9,2
깊네요,Adjective,10,4
깊다,Adjective,4,1
깊다,Adjective,10,4
깊습니다,Adjective,10,1
깊어,Adjective,10,1
깊어야지,Adjective,1,1
깊어진,Adjective,10,1
깊었고,Adjective,7,1
깊었다,Adjective,9,1
깊었다,Adjective,10,3
깊었던,Adjective,10,2
깊었습니다,Adjective,9,2
깊었습니다,Adjective,10,7
깊었어요,Adjective,9,1
깊었어요,Adjective,10,2
깊었음,Adjective,10,2
깊은,Adjective,8,1
깊은,Adjective,9,2
깊은,Adjective,10,5
깊음,Adjective,6,1
깊음,Adjective,10,1
깊이,Noun,1,3
깊이,Noun,2,3
깊이,Noun,8,2
깊이,Noun,9,1
깊이,Noun,10,6
까,Verb,1,7
까,Verb,2,3
까,Verb,3,1
까,Verb,4,1
까,Verb,5,2
까,Verb,6,2
까,Verb,8,5
까,Verb,9,5
까,Verb,10,25
까겠음,Verb,9,1
까고,Verb,1,1
까고,Verb,10,1
까기만,Verb,10,1
까네,Verb,10,1
까놓고,Verb,10,1
까느라고,Verb,7,1
까는,Verb,1,1
까는,Verb,10,7
까는건,Verb,10,4
까는지,Verb,8,1
까는지,Verb,10,1
까다롭게,Adjective,1,1
까던가요,Verb,9,1
까딱,Noun,10,2
까라,Verb,10,1
까라는,Verb,10,1
까리,Verb,9,1
까리,Verb,10,3
까말,Adjective,10,1
까말까,Adjective,1,3
까말까,Adjective,4,1
까말까,Adjective,7,1
까말까,Adjective,8,1
까말까,Adjective,10,7
까먹는,Verb,1,1
까먹음,Verb,2,1
까메오,Noun,2,1
까메오,Noun,5,1
까메오,Noun,9,1
까면,Verb,7,1
까면,Verb,10,2
까불고,Verb,5,1
까비,Noun,1,1
까서,Verb,8,1
까시,Verb,1,2
까시,Verb,9,1
까여,Verb,7,1
까여서,Verb,10,2
까요,Verb,1,1
까요,Verb,10,2
까이기에,Verb,4,1
까이네,Verb,9,1
까이는거,Verb,8,1
까이는건,Verb,9,1
까이는게,Verb,10,2
까이다니,Verb,10,1
까줘,Verb,1,1
까지,Josa,1,62
까지,Josa,2,4
까지,Josa,3,3
까지,Josa,4,4
까지,Josa,5,4
까지,Josa,6,16
까지,Josa,7,5
까지,Josa,8,27
까지,Josa,9,37
까지,Josa,10,193
까지는,Josa,1,2
까지는,Josa,7,3
까지는,Josa,8,2
까지는,Josa,9,2
까지도,Foreign,8,1
까지도,Josa,1,1
까지도,Josa,5,1
까지도,Josa,7,1
까지도,Josa,9,2
까지도,Josa,10,8
까지만,Josa,1,2
까지만,Josa,6,1
까지만,Josa,8,1
까지만,Josa,9,1
까지만,Josa,10,1
까지와,Josa,1,1
까지의,Foreign,1,1
까지의,Josa,10,1
까진,Josa,1,1
까진,Josa,4,1
까진,Josa,6,3
까진,Josa,7,2
까진,Josa,8,3
까진,Josa,10,3
까짓,Modifier,1,3
까한,Verb,10,2
깍,Adverb,3,1
깍,Adverb,8,1
깍,Adverb,9,1
깍,Adverb,10,2
깍이는게,Verb,9,1
깎기는,Verb,8,1
깎는,Verb,10,1
깎는건,Verb,10,1
깎는다,Verb,9,1
깎습니다,Verb,1,1
깎아,Verb,9,2
깎아,Verb,10,4
깎아내리지,Verb,7,1
깎아내리지,Verb,10,1
깎아라,Verb,10,1
깎아요,Verb,1,1
깎았,Verb,10,1
깎여,Verb,8,1
깎음,Verb,7,1
깎이는,Verb,10,1
깎인거,Verb,10,1
깎지만,Verb,9,1
깐,Verb,8,1
깐,Verb,10,2
깐게,Verb,10,1
깐느,Noun,10,1
깔,Verb,1,1
깔,Verb,8,1
깔,Verb,9,2
깔,Verb,10,14
깔게,Verb,8,2
깔게,Verb,10,1
깔깔,Noun,9,1
깔끔하게,Adjective,1,1
깔끔하게,Adjective,8,1
깔끔하게,Adjective,10,5
깔끔하고,Adjective,8,1
깔끔하고,Adjective,9,1
깔끔하고,Adjective,10,3
깔끔하다,Adjective,7,1
깔끔하다,Adjective,8,1
깔끔하다,Adjective,10,3
깔끔하지,Adjective,1,1
깔끔하지,Adjective,5,1
깔끔한,Adjective,8,2
깔끔한,Adjective,9,1
깔끔한,Adjective,10,5
깔끔함,Adjective,10,1
깔끔해,Adjective,10,1
깔끔해서,Adjective,7,1
깔끔했고,Adjective,9,1
깔끔했고,Adjective,10,1
깔끔했다,Adjective,8,1
깔끔했다,Adjective,9,1
깔나게,Verb,10,1
깔려고,Verb,10,1
깔리는,Verb,8,1
깔리면,Verb,1,1
깔린,Verb,1,1
깔만,Verb,10,1
깔수,Verb,9,1
깔수가,Verb,9,1
깔수있는,Verb,10,1
깔아,Verb,1,2
깔아놨는데,Verb,5,1
깔아도,Verb,4,1
깔에,Verb,1,1
깔이,Verb,10,1
깜,Noun,1,1
깜,Noun,10,1
깜냥,Noun,1,1
깜놀,Noun,1,1
깜놀,Noun,6,1
깜놀,Noun,7,1
깜놀,Noun,8,1
깜놀,Noun,9,1
깜놀,Noun,10,3
깜박깜박,Adverb,1,1
깜방,Noun,10,1
깜빵,Noun,8,1
깜짝,Noun,1,1
깜짝,Noun,2,1
깜짝,Noun,6,1
깜짝,Noun,9,1
깜짝,Noun,10,7
깝,Noun,1,1
깝,Noun,8,1
깝,Noun,10,1
깝습니,Noun,1,1
깝시,Noun,10,1
깟다,Noun,10,1
깠음,Verb,9,1
깡,Noun,8,1
깡다구,Noun,5,1
깡패,Foreign,1,1
깡패,Noun,1,23
깡패,Noun,2,2
깡패,Noun,3,2
깡패,Noun,4,4
깡패,Noun,5,4
깡패,Noun,6,3
깡패,Noun,7,3
깡패,Noun,8,5
깡패,Noun,9,1
깡패,Noun,10,7
깡페,Noun,1,1
깨,Noun,6,1
깨,Noun,8,1
깨,Noun,9,1
깨,Noun,10,5
깨게,Verb,1,1
깨게,Verb,10,1
깨끗하고,Adjective,8,1
깨끗해짐,Verb,10,1
깨끗히,Adjective,1,1
깨다,Verb,5,3
깨닫게,Verb,4,1
깨닫게,Verb,5,1
깨닫게,Verb,6,1
깨닫게,Verb,10,4
깨닫고,Verb,1,1
깨닫고,Verb,9,1
깨닫고,Verb,10,2
깨닫길,Verb,1,1
깨달음,Noun,1,1
깨뜨렸다,Verb,10,1
깨문,Verb,10,2
깨부순것,Verb,10,1
깨알,Noun,9,1
깨알,Noun,10,1
깨주시네요,Verb,8,1
깨준,Verb,10,1
깨트려준데,Noun,9,1
깨트린,Noun,10,1
깬,Verb,10,1
깼는데,Verb,1,1
깼다,Verb,1,2
깽,Noun,2,1
깽,Noun,4,1
깽,Noun,10,1
꺄,Noun,1,2
꺼,Suffix,1,1
꺼,Suffix,5,1
꺼내,Verb,10,1
꺼내놓을,Verb,1,1
꺼렸었지만,Verb,9,1
꺼리,Verb,1,1
꺼리만,Verb,1,1
꺼억,Adverb,9,1
꺼져,Verb,1,1
꺼져라,Verb,1,1
꺼져라,Verb,10,1
꺼지고,Verb,1,1
꺼지고,Verb,10,1
꺼지세요,Verb,1,1
꺼지세요,Verb,10,1
꺼지시고,Verb,10,1
꺽,Noun,10,1
꺽꺽,Noun,10,1
꺾어,Verb,1,1
꺾어라,Verb,1,1
껀,Noun,1,1
껀데,Noun,9,1
껄,Noun,1,2
껄껄,Noun,1,1
껄끄러웠어,Noun,1,1
껄렁,Adverb,9,1
껄렁껄렁한,Adjective,8,1
껏,Noun,1,1
껏,Noun,8,1
껏,Noun,10,3
껐어요,Verb,1,1
께,Josa,1,10
께,Josa,6,1
께,Josa,7,3
께,Josa,8,1
께,Josa,10,7
께서,Josa,1,1
께서,Josa,8,1
