형태소,품사,분류,카운트
눈,Noun,9,3
눈,Noun,10,5
눈높이,Noun,10,1
눈매,Noun,6,1
눈물,Noun,1,8
눈물,Noun,2,1
눈물,Noun,10,6
눈물나게,Verb,1,2
눈물나게하고,Verb,1,1
눈물나게하면,Verb,1,1
눈물나요,Verb,1,1
눈빛,Noun,1,1
눈빛,Noun,9,2
눈빛,Noun,10,1
눈시울,Noun,10,2
눈앞,Noun,1,1
눈초리,Noun,1,1
눌렀다가,Verb,1,1
뉘앙스,Noun,8,2
뉴스,Noun,1,1
뉴스,Noun,10,1
느그,Modifier,1,5
느글느글,Adverb,3,1
느긋하면서도,Adjective,9,1
느껴,Verb,1,2
느껴,Verb,6,1
느껴,Verb,8,1
느껴,Verb,9,1
느껴,Verb,10,2
느껴도,Verb,8,1
느껴라,Verb,7,1
느껴서,Verb,1,1
느껴요,Verb,8,1
느껴져,Verb,7,1
느껴져,Verb,9,1
느껴져서,Verb,8,1
느껴져서,Verb,10,1
느껴졌다,Verb,1,1
느껴졌다,Verb,7,1
느껴졌다,Verb,10,2
느껴졌어요,Verb,1,1
느껴졌음,Verb,8,1
느껴지,Verb,6,1
느껴지,Verb,7,1
느껴지기,Verb,9,1
느껴지기까지,Verb,1,1
느껴지는,Verb,6,1
느껴지는,Verb,7,2
느껴지는,Verb,8,4
느껴지는,Verb,9,1
느껴지는,Verb,10,3
느껴지는건,Verb,6,1
느껴지다니,Verb,9,1
느껴지죠,Verb,1,1
느껴지지,Verb,1,1
느껴지지는,Verb,8,1
느껴지지도,Verb,10,1
느껴지지만,Verb,9,1
느껴진다,Verb,8,1
느껴진다,Verb,9,3
느껴진다,Verb,10,1
느껴진다고,Verb,8,1
느껴질,Verb,8,1
느껴짐,Verb,1,2
느꼈고,Verb,10,1
느꼈는지,Verb,9,1
느꼈다,Verb,10,1
느꼈습니다,Verb,10,1
느꼈을,Verb,9,1
느꼈지만,Verb,6,1
느꼈지만,Verb,9,1
느끼,Verb,6,1
느끼,Verb,8,1
느끼게,Verb,1,1
느끼게,Verb,5,1
느끼게,Verb,6,2
느끼게,Verb,8,1
느끼게,Verb,9,1
느끼게,Verb,10,7
느끼겠지,Verb,1,1
느끼고,Verb,7,1
느끼고,Verb,8,1
느끼고,Verb,10,2
느끼기에,Verb,9,1
느끼는,Verb,1,2
느끼는,Verb,7,1
느끼는,Verb,8,1
느끼는,Verb,9,3
느끼는,Verb,10,1
느끼는거길,Verb,3,1
느끼는거지만,Verb,10,1
느끼는건,Verb,10,1
느끼는대로,Verb,8,1
느끼다,Verb,9,1
느끼던,Verb,10,1
느끼듯,Verb,10,1
느끼시겠지요,Verb,1,1
느끼지,Verb,1,2
느끼지,Verb,9,1
느끼지를,Verb,2,1
느끼지만,Verb,10,1
느끼하고,Adjective,3,1
느끼하고,Adjective,5,1
느끼하다,Adjective,1,1
느낀,Verb,7,2
느낀,Verb,8,4
느낀,Verb,10,2
느낀건,Verb,9,1
느낀다,Verb,1,1
느낀다,Verb,7,1
느낀다,Verb,8,3
느낄,Verb,1,1
느낄,Verb,8,2
느낄,Verb,9,1
느낄,Verb,10,5
느낄수,Verb,7,1
느낄수,Verb,10,3
느낄수있는,Verb,5,1
느낄수있었고,Verb,9,1
느낄수있었고,Verb,10,1
느낌,Noun,1,13
느낌,Noun,3,1
느낌,Noun,4,4
느낌,Noun,5,6
느낌,Noun,6,8
느낌,Noun,7,13
느낌,Noun,8,14
느낌,Noun,9,18
느낌,Noun,10,21
느낌이었다,Verb,6,1
느낌이었습니다,Verb,7,1
느낌이었을까,Verb,6,1
느낌이었음,Verb,7,1
느낌있는,Verb,6,1
느낌있는,Verb,8,1
느낌있음,Verb,8,1
느낍니다,Verb,10,2
느리고,Adjective,5,1
느리고,Adjective,6,1
느리고,Adjective,9,1
느리고,Adjective,10,1
느린,Adjective,8,1
느릿느릿,Noun,1,1
느므,Noun,9,1
느신다,Verb,9,1
늑대,Noun,7,1
는,Josa,1,189
는,Josa,2,20
는,Josa,3,16
는,Josa,4,17
는,Josa,5,31
는,Josa,6,52
는,Josa,7,64
는,Josa,8,162
는,Josa,9,142
는,Josa,10,211
는,Verb,1,4
는,Verb,3,1
는,Verb,5,2
는,Verb,6,2
는,Verb,7,1
는,Verb,8,1
는,Verb,9,3
는,Verb,10,1
는걸,Noun,1,1
는걸,Noun,5,1
는걸,Noun,8,1
는걸,Noun,9,2
는걸,Noun,10,1
는대,Verb,1,1
는데,Verb,1,1
는데,Verb,8,1
는바,Noun,9,1
는지,Verb,1,1
늘,Noun,1,2
늘,Noun,2,1
늘,Noun,6,1
늘,Noun,7,2
늘,Noun,8,8
늘,Noun,9,7
늘,Noun,10,7
늘려주세요,Verb,7,1
늘려주세요,Verb,9,1
늘려주세요,Verb,10,2
늘려줘요,Verb,10,1
늘리라고,Verb,1,1
늘립시다,Verb,10,1
늘어,Verb,10,1
늘어났으면,Verb,7,1
늘어지고,Verb,6,1
늘었네요,Verb,10,1
늘었다,Verb,7,1
늘었다,Verb,8,1
늙고,Verb,1,2
늙어,Verb,1,2
늙어,Verb,8,1
늙어,Verb,9,1
늙어서,Verb,1,1
늙어서,Verb,2,1
늙어서,Verb,9,1
늙어서,Verb,10,2
늙으나,Verb,3,1
늙은,Verb,1,3
늙은,Verb,2,1
늙은,Verb,5,1
늙은이,Noun,1,3
능가,Noun,8,1
능구렁이,Noun,8,1
능글능글함이,Adjective,6,1
능글맞,Adjective,8,1
능글맞은,Adjective,6,1
능글맞은,Adjective,8,1
능력,Noun,1,3
능력,Noun,7,1
능력,Noun,8,1
능력,Noun,10,4
능숙함이라,Adjective,10,1
능청,Noun,5,1
능청,Noun,9,1
능청,Noun,10,1
늦게,Verb,7,1
늦게나마,Verb,10,1
늦어서,Verb,9,1
늦은,Verb,9,1
늦을것,Verb,1,1
니,Josa,1,8
니,Josa,5,1
니,Josa,7,1
니,Josa,8,3
니,Josa,10,1
니,Modifier,1,3
니,Modifier,2,1
니,Modifier,10,1
니,Noun,1,32
니,Noun,2,2
니,Noun,3,2
니,Noun,6,2
니,Noun,7,2
니,Noun,8,5
니,Noun,9,3
니,Noun,10,7
니까,Josa,1,10
니까,Josa,2,1
니까,Josa,3,1
니까,Josa,5,1
니까,Josa,6,1
니까,Josa,8,4
니까,Josa,10,7
니깐,Josa,1,1
니깐,Josa,2,1
니깐,Josa,3,1
니깐,Josa,10,1
니야,Noun,1,2
니지,Noun,1,1
닌깐,Noun,8,1
님,Noun,5,1
님,Noun,6,1
님,Noun,8,1
님,Suffix,1,23
님,Suffix,2,1
님,Suffix,3,2
님,Suffix,4,1
님,Suffix,5,2
님,Suffix,6,2
님,Suffix,7,5
님,Suffix,8,23
님,Suffix,9,28
님,Suffix,10,54
님들,Noun,1,2
님들,Noun,10,1
닝,Noun,1,1
다,Adverb,1,70
다,Adverb,2,5
다,Adverb,3,2
다,Adverb,4,1
다,Adverb,5,3
다,Adverb,6,6
다,Adverb,7,18
다,Adverb,8,17
다,Adverb,9,17
다,Adverb,10,38
다,Josa,1,44
다,Josa,2,5
다,Josa,3,1
다,Josa,4,3
다,Josa,5,5
다,Josa,6,5
다,Josa,7,8
다,Josa,8,20
다,Josa,9,21
다,Josa,10,42
다,Noun,8,2
다가,Noun,1,4
다가,Noun,8,1
다가가고,Verb,10,1
다가가와,Verb,7,1
다가오는,Verb,9,1
다가온다,Verb,9,1
다가옴,Verb,9,1
다가왔어요,Verb,10,1
다관,Noun,3,1
다그,Noun,1,1
다나,Noun,2,1
다냐,Verb,1,1
다냐,Verb,2,1
다녀라,Verb,10,1
다녀온,Verb,9,1
다는,Verb,4,1
다는,Verb,9,1
다니,Verb,1,1
다니나,Verb,1,1
다니냐,Verb,1,1
다니는,Verb,1,2
다닌다고,Verb,1,1
다닌단다,Verb,1,1
다닐까,Verb,1,1
다다다,Noun,1,1
다다른,Verb,10,1
다떨었졋다,Noun,1,1
다라,Noun,8,1
다려집니다,Verb,9,1
다루고,Verb,5,1
다루는,Verb,7,1
다루어,Verb,7,1
다루었다면,Verb,7,1
다룬,Verb,7,2
다뤘다는데,Verb,7,1
다르,Adjective,1,1
다르게,Adjective,3,1
다르게,Adjective,7,1
다르게,Adjective,8,5
다르게,Adjective,9,2
다르게,Adjective,10,1
다르고,Adjective,7,1
다르고,Adjective,8,1
다르네요,Adjective,8,1
다르다,Adjective,6,1
다르다,Adjective,7,3
다르다,Adjective,8,3
다르다,Adjective,9,2
다르다고,Adjective,9,1
다르다는,Adjective,6,1
다르면서,Adjective,8,1
다르잖아,Adjective,1,1
다르지,Adjective,1,1
다르지,Adjective,8,1
다르지,Adjective,9,1
다른,Modifier,1,8
다른,Modifier,8,1
다른,Modifier,9,3
다른,Modifier,10,2
다른,Noun,1,11
다른,Noun,2,1
다른,Noun,3,1
다른,Noun,5,1
다른,Noun,6,6
다른,Noun,7,8
다른,Noun,8,15
다른,Noun,9,18
다른,Noun,10,7
다른거,Adjective,10,1
다른건,Adjective,1,1
다른건,Adjective,3,1
다른듯,Adjective,8,1
다른말은,Adjective,7,1
다른사람,Noun,1,3
다른사람,Noun,5,1
다른사람,Noun,10,2
다를,Adjective,1,2
다를,Adjective,7,1
다를,Adjective,8,1
다를,Adjective,10,1
다를거,Adjective,10,1
다를게,Adjective,1,1
다를수,Adjective,7,1
다름,Adjective,1,1
다름,Adjective,9,1
다름없는데,Adjective,1,1
다름없으니,Adjective,10,1
다름에서,Adjective,10,1
다름을,Adjective,7,2
다름이,Adjective,8,1
다름이고,Adjective,10,1
다만,Noun,4,1
다만,Noun,5,1
다만,Noun,6,3
다만,Noun,7,4
다만,Noun,8,3
다만,Noun,10,1
다무세요,Verb,9,1
다무세요,Verb,10,1
다물게,Verb,9,1
다분히,Adjective,1,1
다분히,Adjective,8,1
다분히,Adjective,9,1
다섯,Noun,1,1
다섯,Noun,8,1
다소,Noun,5,2
다소,Noun,6,2
다소,Noun,7,1
다소,Noun,9,1
다소,Noun,10,5
다수,Noun,6,1
다시,Noun,1,6
다시,Noun,2,1
다시,Noun,4,1
다시,Noun,5,2
다시,Noun,6,3
다시,Noun,7,2
다시,Noun,8,16
다시,Noun,9,8
다시,Noun,10,14
다시는,Verb,1,5
다신,Verb,1,1
다양성,Noun,9,1
다양하고,Adjective,10,1
다양한,Adjective,1,1
다양한,Adjective,6,1
다양한,Adjective,8,2
다양한,Adjective,9,1
다양할,Adjective,9,1
다운,Noun,1,1
다운,Noun,6,1
다운,Noun,7,3
다운,Noun,8,4
다운,Noun,9,1
다운,Noun,10,5
다운로드,Noun,2,1
다운로드,Noun,5,2
다음,Noun,1,6
다음,Noun,8,5
다음,Noun,9,5
다음,Noun,10,5
다자,Noun,10,1
다잡으신,Verb,9,1
다짐,Noun,9,1
다짜고짜,Noun,2,1
다채롭다,Noun,8,1
다큐,Noun,1,8
다큐,Noun,8,1
다큐,Noun,10,2
다큐멘터리,Noun,1,1
다큐멘터리,Noun,7,1
다큐멘터리,Noun,8,1
다큐멘터리,Noun,9,1
다한,Noun,10,1
다해,Noun,1,2
다해,Noun,5,1
다해,Noun,7,1
다해,Noun,8,2
다해,Noun,10,1
다행,Noun,1,1
다행,Noun,8,1
다행,Noun,10,1
다행히,Adjective,8,1
닥,Noun,5,1
닥,Noun,7,1
닥치고,Noun,10,1
닦는,Verb,1,2
닦는,Verb,6,1
닦는,Verb,8,1
닦는,Verb,9,1
닦이의,Verb,8,1
단,Modifier,7,2
단,Noun,1,1
단,Noun,2,1
단,Noun,6,1
단,Noun,10,5
단계,Noun,10,2
단골,Noun,10,1
단단한,Adjective,7,1
단단함,Adjective,10,1
단단해,Adjective,10,1
단막극,Noun,1,1
단맛,Noun,10,1
단면,Noun,9,1
단상,Noun,1,1
단상,Noun,9,1
단순,Noun,1,2
단순하게,Adjective,1,1
단순하다가도,Adjective,8,1
단순하다고,Adjective,10,1
단순하면서,Adjective,8,1
단순하지만은,Adjective,10,1
단순히,Adjective,1,1
단아,Noun,8,1
단어,Noun,1,2
단어,Noun,2,1
단어,Noun,8,2
단어,Noun,9,1
단어,Noun,10,1
단연,Noun,1,1
단연,Noun,5,1
단연,Noun,8,2
단연,Noun,10,4
단일,Noun,10,1
단점,Noun,7,1
단조,Noun,8,1
단조롭다,Adjective,6,1
단조롭다,Adjective,7,1
단조롭지,Adjective,10,1
단지,Noun,1,2
단지,Noun,6,1
단지,Noun,9,2
단지,Noun,10,2
단편,Noun,10,1
단하다,Verb,3,1
닫고,Verb,1,1
닫으시죠,Verb,1,1
달,Noun,1,4
달,Noun,7,1
달,Noun,10,6
달걀,Noun,1,1
달라,Noun,1,2
달라,Noun,5,1
달라,Noun,6,1
달라,Noun,7,1
달라졌을,Verb,9,2
달라졌을까,Verb,9,1
달라지나,Verb,9,1
달라지는,Verb,7,2
달라지는,Verb,8,4
달라지는,Verb,10,2
달라진,Verb,9,2
달라진,Verb,10,2
달라진다,Verb,10,3
달라진듯,Verb,8,1
달라질,Verb,7,1
달라질,Verb,8,2
달라질것,Verb,3,1
달라질게,Verb,7,1
달라짐,Noun,8,1
달랏,Noun,7,1
달랐더라면,Adjective,10,1
달랐음,Adjective,10,1
달랑,Noun,9,1
달려와,Verb,3,1
달려있다,Verb,9,1
달리,Noun,1,1
달리,Noun,2,1
달리,Noun,9,2
달리,Noun,10,2
달리기,Noun,1,1
달성,Noun,1,1
달아오른,Verb,9,1
달아요,Verb,10,1
달았고,Verb,6,1
달았군요,Verb,9,1
달았다고,Verb,1,1
달어라,Verb,10,1
달콤하다,Adjective,8,1
달콤한,Adjective,9,2
달콤함이,Adjective,8,1
달콤해져,Adjective,9,1
달콤해진다,Adjective,8,1
닭,Noun,8,1
닭살,Noun,1,1
닮았,Verb,8,1
닮았고,Verb,7,1
닮은,Verb,6,1
닮음,Noun,9,1
담,Noun,1,1
담,Noun,6,1
담겨있다,Verb,9,1
담겨져,Verb,8,1
담기엔,Verb,1,1
담긴,Verb,1,1
담긴,Verb,9,1
담긴,Verb,10,1
담담하게,Adjective,8,1
담담하게,Adjective,9,1
담담하고,Adjective,10,1
담담히,Adjective,7,2
담담히,Adjective,9,1
담론,Noun,5,1
담배,Noun,1,7
담배,Noun,5,1
담배,Noun,6,1
담배,Noun,7,1
담배,Noun,8,7
담배,Noun,9,3
담배,Noun,10,2
담백하게,Adjective,9,1
담백하고,Adjective,5,1
담백하고,Adjective,8,1
담백하고,Adjective,9,1
담백하지,Adjective,1,1
담백한,Adjective,9,1
담백해서,Adjective,8,1
담아,Verb,1,1
담아,Verb,9,1
담아내고,Verb,10,1
담아내는,Verb,5,1
담아내는,Verb,8,1
담아내는군요,Verb,10,1
담아놨네요,Verb,7,1
담은,Verb,1,2
담은,Verb,9,1
담은,Verb,10,3
담은것,Verb,5,1
담은듯,Verb,2,1
답,Noun,1,5
답,Noun,7,2
답,Noun,9,1
답,Noun,10,2
답답,Noun,1,1
답답하고,Adjective,8,1
답답한,Adjective,1,2
답답한,Adjective,5,1
답답한,Adjective,9,1
답답한,Adjective,10,2
답답함,Adjective,6,1
답지,Noun,4,1
답지,Noun,7,1
당,Modifier,1,2
당,Modifier,2,1
당,Modifier,6,1
당,Modifier,7,1
당,Modifier,8,3
당,Noun,3,1
당,Suffix,1,4
당,Suffix,2,1
당,Suffix,8,1
당,Suffix,10,2
당당하게,Adjective,1,1
당당하게,Adjective,4,1
당당하네,Adjective,1,1
당당하지는,Adjective,8,1
당당한,Adjective,1,2
당당함,Adjective,1,1
당당해,Adjective,8,1
당당해서,Adjective,2,1
당당해진,Adjective,1,1
당당했으면,Adjective,10,1
당당히,Adjective,1,2
당당히,Adjective,10,1
당분간,Noun,1,1
당사자,Noun,1,1
당사자,Noun,2,1
당사자,Noun,5,1
당사자,Noun,8,3
당사자,Noun,9,2
당사자,Noun,10,3
당시,Noun,1,2
당시,Noun,7,1
당시,Noun,9,1
당신,Noun,1,16
당신,Noun,5,1
당신,Noun,7,5
당신,Noun,8,1
당신,Noun,9,6
당신,Noun,10,14
당연하지만,Adjective,9,1
당연한,Adjective,1,1
당연한,Adjective,10,1
당연한거인듯,Adjective,7,1
당연히,Adjective,7,1
당일,Noun,10,1
당장,Noun,1,1
당장,Noun,2,1
당췌,Noun,1,1
당췌,Noun,4,1
당하,Noun,8,1
당하길,Adjective,1,1
당하는,Adjective,1,1
당하는구나,Adjective,1,1
당하는군,Adjective,10,1
당하시길,Adjective,1,2
당한,Noun,1,1
당한,Noun,9,1
당할,Adjective,10,1
당해,Modifier,9,1
당해도,Adjective,1,1
당했다,Adjective,3,1
당혹스러울,Adjective,10,1
당황,Noun,5,1
당황,Noun,8,1
닼,Noun,10,2
닿고,Verb,10,1
닿네요,Verb,7,1
닿는,Verb,10,1
닿았는데,Verb,8,1
닿았다,Verb,6,1
닿았다,Verb,7,1
닿았다,Verb,9,1
닿았다,Verb,10,1
닿았어요,Verb,10,1
닿지,Verb,7,1
닿지,Verb,8,1
닿지가,Verb,1,1
대,Foreign,5,1
대,Foreign,9,1
대,Modifier,1,4
대,Modifier,3,1
대,Modifier,4,1
대,Modifier,7,1
대,Modifier,8,2
대,Modifier,9,3
대,Modifier,10,7
대,Suffix,1,9
대,Suffix,5,1
대,Suffix,8,2
대,Suffix,9,2
대,Suffix,10,1
대,Verb,1,2
대,Verb,8,1
대,Verb,9,1
대가,Noun,8,2
대가,Noun,9,2
대가리,Noun,1,1
대감,Noun,9,1
대개,Noun,5,1
대고,Noun,1,1
대국민,Noun,4,1
대기업,Noun,1,1
대나,Verb,4,1
대노인들,Verb,1,1
대놓고,Adverb,1,6
대놓고,Adverb,6,1
대놓고,Adverb,7,1
대는,Verb,1,3
대는,Verb,7,1
대는거,Verb,1,1
대는거냐,Verb,1,1
대는구나,Verb,1,1
대단,Verb,8,1
대단하네요,Adjective,9,1
대단하다,Adjective,1,3
대단하다,Adjective,6,1
대단하다,Adjective,7,1
대단하다,Adjective,9,2
대단하다고,Adjective,7,1
대단하다는,Adjective,9,1
대단하면,Adjective,1,1
대단하십니다요,Adjective,1,1
대단한,Adjective,1,3
대단한,Adjective,3,1
대단한,Adjective,8,2
대단한,Adjective,9,1
대단한,Adjective,10,1
대단한거,Adjective,10,1
대단한거라고,Adjective,1,1
대단한다,Adjective,1,1
대단함,Adjective,9,1
대단합니다,Adjective,10,1
대단해,Adjective,1,1
대담한,Adjective,7,1
대답,Noun,1,1
대답,Noun,10,1
대대손손,Noun,1,1
대도,Foreign,1,1
대도,Noun,1,1
대략,Noun,9,1
대로,Josa,1,3
대로,Josa,5,1
대로,Josa,7,3
대로,Josa,8,3
대로,Josa,9,2
대로,Josa,10,3
대로,Noun,1,2
대로,Noun,8,2
대로,Noun,9,3
대로,Noun,10,2
대로의,Josa,7,1
대론,Noun,1,1
대리,Noun,1,1
대리점,Noun,2,1
대며,Verb,8,1
대면,Noun,7,1
대면,Noun,9,1
대목,Noun,6,1
대못,Noun,1,2
대박,Noun,1,1
대박,Noun,9,5
대박,Noun,10,4
대법관,Noun,10,1
대변,Noun,1,1
대변,Noun,6,1
대변,Noun,7,1
대본,Noun,4,1
대본,Noun,5,1
대부분,Noun,1,1
대부분,Noun,5,1
대부분,Noun,6,2
대부분,Noun,8,1
대부분,Noun,9,1
대부분,Noun,10,1
대사,Noun,1,10
대사,Noun,2,4
대사,Noun,3,1
대사,Noun,4,1
대사,Noun,5,5
대사,Noun,6,6
대사,Noun,7,6
대사,Noun,8,11
대사,Noun,9,16
대사,Noun,10,25
대사도,Noun,1,3
대사도,Noun,3,1
대사도,Noun,4,2
대사도,Noun,8,1
대사도,Noun,9,1
대산,Noun,1,1
대상,Noun,1,1
대소,Noun,10,2
대수,Noun,1,1
대신,Noun,1,1
대신,Noun,8,2
대안,Noun,1,1
대안,Noun,6,1
대안,Noun,10,1
대에,Verb,3,1
대역,Noun,2,1
대응,Noun,8,1
대의,Noun,1,4
대입,Noun,9,2
대적,Noun,1,1
대접,Noun,1,1
대접받아야겟,Verb,1,1
대조,Noun,8,1
대중,Noun,1,16
대중,Noun,7,1
대중,Noun,8,3
대중,Noun,9,1
대중,Noun,10,5
대중성,Noun,10,3
대지,Noun,1,1
대처,Noun,7,1
대체,Noun,1,6
대체,Noun,7,1
대체,Noun,8,3
대체,Noun,9,1
대체로,Noun,10,1
대충,Noun,1,2
대충,Noun,3,1
대충,Noun,7,1
대충,Noun,8,1
대충,Noun,9,1
대통령,Noun,1,1
대표,Noun,1,1
대하,Noun,5,1
대하,Noun,7,1
대하,Noun,8,1
대하,Noun,9,4
대학,Noun,1,1
대학생,Noun,1,2
대한,Noun,1,12
대한,Noun,3,3
대한,Noun,5,2
대한,Noun,6,2
대한,Noun,7,12
대한,Noun,8,13
대한,Noun,9,13
대한,Noun,10,25
대한민국,Noun,1,5
대한민국,Noun,3,1
대한민국,Noun,9,1
대한민국,Noun,10,1
대해,Noun,1,4
대해,Noun,6,3
대해,Noun,7,9
대해,Noun,8,10
대해,Noun,9,6
대해,Noun,10,4
대화,Noun,1,1
대화,Noun,3,1
대화,Noun,4,2
대화,Noun,5,1
대화,Noun,7,1
대화,Noun,8,6
대화,Noun,9,6
대화,Noun,10,7
댈,Verb,4,1
댈,Verb,5,1
댓,Modifier,9,1
댓,Noun,1,1
댓글,Noun,1,3
댓글,Noun,6,1
댓글,Noun,7,1
댓글,Noun,9,1
댓글달아서,Verb,1,1
댓글알바,Noun,1,2
댜,Noun,1,1
더,Noun,1,32
더,Noun,2,3
더,Noun,3,1
더,Noun,4,4
더,Noun,5,3
더,Noun,6,5
더,Noun,7,14
더,Noun,8,26
더,Noun,9,25
더,Noun,10,34
더니,Noun,10,2
더라면,Noun,9,1
더러,Noun,1,7
더러,Noun,3,1
더러우면,Adjective,1,1
더러운,Adjective,1,34
더러운,Adjective,2,1
더러운,Adjective,9,2
더러운,Adjective,10,2
더러운거만,Adjective,2,1
더러운건,Adjective,3,1
더러운것,Adjective,1,3
더러운것,Adjective,2,1
더러워,Adjective,1,16
더러워서,Adjective,1,1
더러워요,Adjective,1,2
더러워짐,Verb,1,1
더러웠음,Adjective,5,1
더럽,Adjective,1,1
더럽,Adjective,5,1
더럽게,Adjective,1,2
더럽고,Adjective,1,9
더럽고,Adjective,3,1
더럽고,Adjective,8,1
더럽고,Adjective,10,1
더럽네요,Adjective,1,4
더럽다,Adjective,1,22
더럽다,Adjective,2,1
더럽당,Adjective,1,1
더럽지,Adjective,7,1
더럽지,Adjective,10,1
더럽지만,Adjective,5,1
더럽히지,Verb,1,2
더보,Noun,8,1
더불어,Verb,9,1
더불어,Verb,10,2
더없이,Noun,8,2
더욱,Noun,7,3
더욱,Noun,8,2
더욱,Noun,9,2
더욱,Noun,10,4
더욱더,Noun,10,1
더욱이,Noun,10,1
더티더티,Noun,1,1
더할,Adjective,1,1
더할,Adjective,8,1
더할거다,Adjective,1,1
더해져,Adjective,9,1
더해졌다,Adjective,10,1
더해지는,Adjective,10,1
덕,Noun,5,1
덕,Noun,6,1
덕,Noun,7,2
덕,Noun,8,1
덕,Noun,9,1
덕,Noun,10,1
덕분,Noun,1,1
덕분,Noun,9,2
덕분,Noun,10,2
덕성,Noun,1,1
덕이,Noun,8,1
던,Adjective,8,1
던것과,Adjective,7,1
던데,Noun,9,1
던져야,Verb,10,1
던져진다,Verb,10,1
던지는,Verb,6,1
던지는,Verb,7,1
던지는,Verb,8,1
던지는,Verb,9,1
던지는,Verb,10,1
던진,Verb,9,1
던질,Verb,7,1
던질,Verb,9,1
덜,Noun,1,3
덜,Noun,5,1
덜,Noun,6,2
덜,Noun,7,1
덜,Noun,8,1
덜해져서,Adjective,7,1
덤덤하고,Adjective,9,1
덧,Noun,1,1
덧,Noun,8,1
덧,Noun,9,1
덩어리,Noun,1,1
덩어리,Noun,7,1
덩어리,Noun,10,1
덫,Noun,2,1
덮는,Verb,1,1
덮어놓을,Verb,8,1
덮여,Verb,10,1
데,Noun,1,6
데,Noun,2,2
데,Noun,3,1
데,Noun,5,1
데,Noun,6,1
데,Noun,7,1
데,Noun,8,2
데,Noun,9,2
데,Noun,10,3
데려다,Verb,3,1
데미안,Noun,1,1
데뷔,Noun,1,1
데뷔,Noun,7,1
데뷔,Noun,10,1
데뷔초,Noun,10,1
데스,Noun,1,1
데칼코마니,Noun,9,1
데칼코마니,Noun,10,1
뎅,Noun,1,1
도,Foreign,1,1
도,Josa,1,284
도,Josa,2,19
도,Josa,3,9
도,Josa,4,8
도,Josa,5,18
도,Josa,6,19
도,Josa,7,24
도,Josa,8,70
도,Josa,9,85
도,Josa,10,130
도,Noun,1,17
도,Noun,5,1
도,Noun,8,1
도,Noun,9,3
도,Noun,10,2
도구,Noun,1,4
도구로,Noun,1,1
도대체,Noun,1,8
도대체,Noun,2,1
도대체,Noun,4,1
도대체,Noun,8,3
도대체,Noun,10,1
도덕,Noun,1,6
도덕,Noun,2,1
도덕,Noun,6,2
도덕,Noun,7,1
도덕,Noun,8,3
도덕,Noun,9,2
도덕,Noun,10,7
도덕성,Noun,1,3
도덕성,Noun,8,1
도덕성,Noun,10,2
도데,Noun,3,1
도데,Noun,9,1
도라이,Verb,1,1
도랑,Noun,1,1
도를,Verb,9,1
도리,Noun,1,1
도망쳐,Verb,10,1
도매,Noun,8,1
도발,Noun,7,1
도발,Noun,10,1
도아,Noun,1,3
도안,Noun,1,3
도안,Noun,2,1
도어즈,Noun,8,1
도영,Noun,7,1
도와줄,Verb,1,1
도움,Noun,1,1
도입,Noun,7,1
도입,Noun,8,1
도저히,Noun,1,1
도저히,Noun,8,2
도저히,Noun,10,1
도전,Noun,9,1
도중,Noun,1,1
도착,Noun,9,1
도처,Noun,10,1
도통,Noun,1,2
도통,Noun,2,1
도피,Noun,8,1
독극물,Noun,1,1
독립영화,Noun,7,2
독립영화,Noun,8,1
독립영화,Noun,9,3
독립영화,Noun,10,1
독백,Noun,4,1
독백,Noun,7,1
독백,Noun,8,1
독백,Noun,9,1
독보,Noun,8,1
독보,Noun,9,1
독보,Noun,10,1
독서,Noun,1,1
독선,Noun,5,1
독일,Noun,8,1
독일,Noun,9,1
독일,Noun,10,2
독점,Noun,10,1
독창,Noun,1,1
독특하고,Adjective,10,1
독특한,Adjective,8,2
독특한,Adjective,9,3
돈,Noun,1,35
돈,Noun,2,3
돈,Noun,4,2
돈,Noun,6,1
돈,Noun,7,3
돈,Noun,8,1
돈,Noun,10,3
돈버는거,Noun,2,1
돈벌이,Noun,9,1
돈안,Noun,3,1
돈준,Noun,1,1
돋고,Verb,1,1
돋구요,Verb,8,1
돋네요,Verb,10,1
돋는,Verb,1,1
돋는,Verb,9,1
돋는,Verb,10,1
돋는다,Verb,1,1
돋는다,Verb,10,2
돋보였던,Verb,7,1
돋보였던,Verb,9,1
돋보였습니다,Verb,8,1
돋보였습니다,Verb,9,2
돋보이는,Verb,7,1
돋보이는,Verb,8,1
돋보이는,Verb,10,2
돋보이던,Verb,9,1
돋보인다,Verb,8,2
돋보임,Verb,7,1
돋보임,Verb,8,1
돋보임,Verb,10,1
돋보입니다,Verb,8,1
돋았다지,Verb,1,1
돋았음,Verb,7,1
돋을,Verb,10,1
돌,Noun,2,1
돌,Noun,7,2
돌,Noun,8,1
돌,Noun,9,1
돌,Noun,10,4
돌고,Verb,9,1
돌던져도,Verb,7,1
돌려,Verb,1,4
돌려,Verb,7,2
돌려,Verb,10,1
돌려서,Verb,9,1
돌려줘,Verb,1,1
돌렸다,Verb,1,1
돌린,Verb,2,1
돌린,Verb,9,1
돌볼,Verb,5,1
돌아,Verb,1,1
돌아,Verb,7,1
돌아,Verb,10,1
돌아가기까지,Verb,7,1
돌아가라,Verb,1,1
돌아가면,Verb,1,1
돌아가면서,Verb,1,1
돌아가세요,Verb,1,1
돌아가시길,Verb,8,1
